marker,LG,Composite Map Position,[BGx(BLxNL)]95,GH1x35,Mullica Queen,Crimson Queen,Mullica Queen,Stevens,Polashock et al. (2014) scaffold,Predicted CDS
scaffold_50614_1897,12,47.92,45.44,NA,NA,NA,NA,NA,>scaffold_1516,g3069.t1
scaffold_89130_451,12,47.92,45.44,NA,NA,NA,NA,NA,#N/A,#N/A
SCF14189,12,47.95,NA,NA,48.91,NA,NA,NA,#N/A,#N/A
SCF13753,12,47.95,NA,NA,48.91,NA,NA,NA,#N/A,#N/A
SCF6926,12,47.95,NA,NA,48.91,NA,NA,NA,#N/A,#N/A
scaffold_3221_3047,12,47.95,46.35,NA,NA,23.96,NA,40.77,>scaffold_3221,g5601.t1
SCF76310,12,47.95,NA,NA,48.91,24.56,NA,NA,>scaffold_79779,NA
scaffold_45860_1257,12,48.46,46.35,NA,NA,NA,NA,NA,#N/A,#N/A
scaffold_84682_293,12,48.75,NA,45.08,NA,NA,NA,NA,#N/A,#N/A
scaffold_8425_5569,12,48.75,NA,45.08,NA,NA,NA,NA,>scaffold_17897,g19209.t1
scaffold_11008_2004,12,48.75,NA,45.08,NA,NA,NA,NA,>scaffold_72236,NA
scaffold_11059_4888,12,48.75,NA,45.08,NA,26.35,NA,NA,#N/A,#N/A
scaffold_11059_4896,12,48.75,NA,45.08,NA,26.35,NA,NA,>scaffold_8193,g11261.t1
scaffold_11059_4904,12,48.75,NA,45.08,NA,26.35,NA,NA,#N/A,#N/A
scaffold_7613_8120,12,48.75,NA,45.08,NA,NA,NA,40.77,>scaffold_910,NA
scaffold_8425_5580,12,48.75,NA,45.08,NA,NA,NA,NA,>scaffold_26756,NA
scaffold_87231_944,12,48.75,NA,45.08,NA,NA,NA,NA,>scaffold_84682,NA
scaffold_95857_229,12,48.75,NA,45.08,NA,NA,NA,NA,>scaffold_8425,g11472.t1
scaffold_95857_239,12,48.75,NA,45.08,NA,NA,NA,NA,>scaffold_11008,NA
scaffold_3353_1045,12,49.26,NA,NA,NA,NA,NA,40.77,>scaffold_11059,g13978.t1
scaffold_8193_1998,12,49.26,NA,NA,NA,NA,NA,40.77,#N/A,#N/A
scaffold_8193_2028,12,49.26,NA,NA,NA,NA,NA,40.77,#N/A,#N/A
scaffold_910_11196,12,49.26,NA,NA,NA,NA,NA,40.77,>scaffold_7613,g10677.t1
SCF96306,12,49.26,NA,NA,NA,NA,NA,40.77,#N/A,#N/A
SCF37628,12,49.43,NA,NA,NA,26.35,NA,NA,>scaffold_87231,NA
scaffold_28504_3475,12,49.43,NA,NA,NA,26.35,NA,NA,>scaffold_95857,NA
scaffold_28504_3500,12,49.43,NA,NA,NA,26.35,NA,NA,#N/A,#N/A
scaffold_36157_874,12,49.57,48.34,NA,NA,NA,NA,NA,>scaffold_103619,NA
scaffold_17897_3881,12,49.57,48.34,NA,NA,NA,NA,NA,>scaffold_28504,g25366.t1
scaffold_72236_1066,12,49.57,48.34,NA,NA,NA,NA,NA,#N/A,#N/A
scaffold_15718_3616,12,49.88,NA,NA,NA,NA,31.86,40.77,#N/A,#N/A
scaffold_6406_7899,12,50.45,48.34,46.78,NA,28.72,NA,NA,>scaffold_6406,g9437.t1
scaffold_6406_7913,12,50.45,48.34,46.78,NA,28.72,NA,NA,#N/A,#N/A
scaffold_6406_7942,12,50.45,48.34,46.78,NA,28.72,NA,NA,#N/A,#N/A
scaffold_52540_95,12,50.45,NA,46.78,NA,NA,NA,NA,>scaffold_52540,NA
scaffold_6406_7939,12,50.45,NA,46.78,NA,28.72,NA,NA,#N/A,#N/A
scaffold_6159_7441,12,50.45,48.34,NA,NA,NA,34.85,NA,#N/A,#N/A
scf37h,12,51.8,NA,NA,NA,28.72,NA,40.77,>scaffold_6159,g9149.t1
scaffold_3950_1883,12,52.87,NA,NA,55.5,28.72,34.85,40.77,>scaffold_3950,g6588.t1
SCF34584,12,52.87,NA,NA,55.5,28.72,34.85,NA,#N/A,#N/A
309084_K70,12,52.87,NA,NA,55.5,28.72,34.85,NA,#N/A,#N/A
scaffold_14259_4693,12,52.87,NA,NA,NA,NA,34.85,NA,>scaffold_14259,g16584.t1
scaffold_32964_1918,12,54.54,NA,NA,55.5,NA,NA,NA,>scaffold_24404,g23291.t1
scaffold_24404_4173,12,54.72,NA,51.05,55.5,NA,34.85,NA,#N/A,#N/A
scaffold_24404_4201,12,54.72,NA,51.05,55.5,NA,34.85,NA,>scaffold_10455,NA
scaffold_10455_4718,12,54.72,48.34,51.05,55.5,NA,40.83,45.26,>scaffold_40948,NA
scaffold_40948_2518,12,54.72,NA,NA,55.5,NA,40.83,NA,>scaffold_199177,NA
scaffold_199177_148,12,54.72,NA,NA,55.5,NA,34.85,NA,#N/A,#N/A
scaffold_40948_2457,12,55.31,55.2,NA,55.5,NA,40.83,NA,#N/A,#N/A
scaffold_40948_2521,12,55.31,55.2,NA,55.5,NA,40.83,NA,#N/A,#N/A
scaffold_40948_2525,12,55.31,55.2,NA,55.5,NA,40.83,NA,#N/A,#N/A
vm26877,12,55.31,NA,51.05,56.09,32.89,NA,NA,>scaffold_32964,NA
scaffold_10455_4484,12,55.31,NA,NA,56.09,30.5,40.83,45.26,#N/A,#N/A
scaffold_29956_2384,12,55.37,NA,NA,NA,32.89,NA,NA,>scaffold_29956,NA
scaffold_84167_981,12,56.43,NA,NA,NA,NA,40.83,NA,>scaffold_84167,NA
scaffold_10505_3485,12,56.43,55.2,NA,NA,32.89,NA,NA,>scaffold_10505,NA
scaffold_85066_97,12,56.43,55.2,52.76,56.69,34.67,40.83,NA,>scaffold_85066,NA
SCF16166,12,56.43,55.2,52.76,56.69,32.89,NA,NA,#N/A,#N/A
scaffold_10505_235,12,56.43,55.2,NA,NA,32.89,NA,NA,#N/A,#N/A
scaffold_10505_247,12,56.43,55.2,NA,NA,32.89,NA,NA,#N/A,#N/A
scaffold_10505_3543,12,56.43,55.2,NA,NA,32.89,NA,NA,#N/A,#N/A
scaffold_12499_511,12,56.43,55.2,NA,NA,NA,NA,NA,>scaffold_12499,NA
scaffold_25205_1377,12,56.43,55.2,NA,NA,32.89,NA,NA,>scaffold_25205,NA
scaffold_29956_2374,12,56.43,55.2,NA,NA,32.89,NA,NA,#N/A,#N/A
scaffold_29956_2435,12,56.43,55.2,NA,NA,32.89,NA,NA,#N/A,#N/A
scaffold_29956_2470,12,56.43,55.2,NA,NA,32.89,NA,NA,#N/A,#N/A
scaffold_29956_2473,12,56.43,55.2,NA,NA,32.89,NA,NA,#N/A,#N/A
scaffold_47067_2400,12,56.43,55.2,NA,NA,32.89,NA,NA,>scaffold_47067,g32185.t1
scaffold_47067_2408,12,56.43,55.2,NA,NA,32.89,NA,NA,#N/A,#N/A
scaffold_47067_2449,12,56.43,55.2,NA,NA,32.89,NA,NA,#N/A,#N/A
scaffold_85066_171,12,56.43,55.2,NA,NA,32.89,NA,NA,#N/A,#N/A
scaffold_33116_857,12,56.43,NA,52.76,56.69,32.89,40.83,NA,>scaffold_33116,NA
ct129169,12,56.43,NA,NA,56.69,NA,NA,NA,>scaffold_9916,g12905.t1
scaffold_22716_1037,12,57.56,NA,53.89,NA,NA,NA,NA,>scaffold_22716,NA
scaffold_56236_601,12,58.64,NA,NA,NA,NA,NA,46.75,#N/A,#N/A
scaffold_28880_991,12,59.27,58.33,NA,NA,NA,NA,46.75,>scaffold_2841,g5062.t1
SCF69698,12,59.41,NA,NA,58.48,37.65,NA,NA,#N/A,#N/A
354699_K63,12,59.41,NA,NA,59.67,NA,NA,NA,#N/A,#N/A
scaffold_2841_1842,12,59.56,58.33,NA,NA,NA,NA,NA,>scaffold_28880,NA
scaffold_2841_1878,12,59.56,58.33,NA,NA,NA,NA,NA,>scaffold_6010,g8992.t1
scaffold_2841_5178,12,59.56,58.33,NA,NA,NA,NA,NA,>scaffold_46903,g32132.t1
scaffold_47570_2090,12,60.12,58.61,56.45,NA,37.65,NA,NA,>scaffold_47570,NA
scaffold_47570_2172,12,60.12,58.61,56.45,NA,37.65,NA,NA,#N/A,#N/A
scaffold_82930_73,12,60.13,59.75,NA,NA,37.65,NA,46.75,>scaffold_82930,NA
scaffold_86951_179,12,60.13,59.75,NA,NA,37.65,NA,46.75,>scaffold_86951,g39080.t1
scaffold_35037_1994,12,60.13,NA,NA,NA,NA,NA,48.24,>scaffold_70077,NA
scaffold_11001_1302,12,60.13,NA,NA,NA,NA,NA,48.24,>scaffold_18939,g19914.t1
scaffold_6036_668,12,60.13,NA,NA,NA,NA,NA,48.24,#N/A,#N/A
scaffold_63244_280,12,60.13,NA,NA,NA,NA,NA,48.24,#N/A,#N/A
scaffold_76401_802,12,60.13,NA,NA,NA,NA,NA,48.24,#N/A,#N/A
scaffold_70077_1397,12,60.41,59.75,56.74,NA,37.65,NA,NA,>scaffold_43277,NA
scaffold_18939_1669,12,60.41,60.03,NA,NA,37.65,NA,NA,>scaffold_102879,NA
scaffold_2841_5173,12,60.97,58.33,NA,NA,NA,49.8,NA,>scaffold_68502,NA
scaffold_2841_5226,12,60.97,58.33,NA,NA,NA,49.8,NA,>scaffold_5910,NA
scaffold_2841_5253,12,60.97,58.33,NA,NA,NA,49.8,NA,#N/A,#N/A
scaffold_43277_235,12,60.97,60.03,57.3,63.24,NA,49.8,NA,>scaffold_49717,NA
scaffold_102879_424,12,60.97,60.03,57.3,63.24,NA,49.8,NA,>scaffold_3196,NA
scaffold_5910_3317,12,60.97,NA,57.3,NA,NA,NA,NA,>scaffold_137170,NA
scaffold_91216_1152,12,60.97,NA,57.3,NA,NA,NA,NA,>scaffold_10720,g13670.t1
scaffold_10074_6474,12,60.97,NA,57.3,NA,NA,NA,48.24,>scaffold_125689,NA
scaffold_138340_430,12,60.97,NA,57.3,NA,NA,NA,NA,>scaffold_20334,g20822.t1
scaffold_14161_4403,12,60.97,NA,57.3,NA,NA,NA,NA,#N/A,#N/A
scaffold_24217_4247,12,60.97,NA,57.3,NA,NA,NA,NA,#N/A,#N/A
scaffold_36242_2035,12,60.97,NA,57.3,NA,NA,NA,NA,>scaffold_36840,g28877.t1
scaffold_36755_3247,12,60.97,NA,57.3,NA,NA,NA,NA,>scaffold_39644,g29877.t1
scaffold_63244_246,12,60.97,NA,57.3,NA,NA,NA,48.24,>scaffold_49344,NA
scaffold_63244_260,12,60.97,NA,57.3,NA,NA,NA,48.24,#N/A,#N/A
scaffold_63244_269,12,60.97,NA,57.3,NA,NA,NA,48.24,>scaffold_60057,NA
scaffold_717_10872,12,60.97,NA,57.3,NA,NA,NA,NA,#N/A,#N/A
scaffold_80542_1334,12,60.97,NA,57.3,NA,NA,NA,NA,>scaffold_66294,NA
scaffold_9475_6315,12,60.97,NA,57.3,NA,NA,NA,NA,>scaffold_97260,NA
scaffold_9475_6395,12,60.97,NA,57.3,NA,NA,NA,48.24,>scaffold_6589,g9637.t1
scaffold_99080_463,12,60.97,NA,57.3,59.67,NA,49.8,NA,#N/A,#N/A
scaffold_99080_464,12,60.97,NA,57.3,59.67,NA,49.8,NA,>scaffold_23507,g22754.t1
scaffold_99080_466,12,60.97,NA,57.3,59.67,NA,49.8,NA,>scaffold_50499,NA
scaffold_22616_3386,12,60.97,NA,61,NA,NA,48.3,51.23,>scaffold_22013,NA
scaffold_68502_443,12,61.26,61.17,57.59,NA,40.04,NA,NA,#N/A,#N/A
scaffold_5910_3381,12,61.26,61.17,57.3,NA,40.04,NA,NA,>scaffold_43714,NA
scaffold_5910_3270,12,61.26,61.17,57.3,NA,40.04,NA,NA,#N/A,#N/A
scaffold_49717_1688,12,61.26,61.17,NA,63.24,NA,49.8,NA,>scaffold_11110,NA
scaffold_3196_684,12,61.26,61.17,57.59,NA,40.04,NA,NA,>scaffold_116054,NA
scaffold_137170_64,12,61.26,61.17,57.59,NA,NA,NA,NA,>scaffold_143889,NA
scaffold_10720_1491,12,61.26,61.17,NA,NA,40.04,NA,51.23,>scaffold_27584,NA
scaffold_125689_284,12,61.26,61.17,NA,NA,NA,NA,NA,#N/A,#N/A
scaffold_20334_1036,12,61.26,61.17,57.59,63.24,NA,NA,NA,#N/A,#N/A
scaffold_20334_1071,12,61.26,61.17,57.59,63.24,NA,NA,NA,#N/A,#N/A
scaffold_3196_10901,12,61.26,61.17,NA,NA,NA,NA,NA,>scaffold_46424,NA
scaffold_36840_2901,12,61.26,61.17,57.59,NA,40.04,NA,NA,>scaffold_6429,NA
scaffold_39644_1773,12,61.26,61.17,NA,NA,NA,NA,NA,#N/A,#N/A
scaffold_49344_1877,12,61.26,61.17,NA,63.24,NA,49.8,NA,#N/A,#N/A
scaffold_49344_1920,12,61.26,61.17,NA,63.24,NA,49.8,NA,>scaffold_85482,NA
scaffold_60057_1337,12,61.26,61.17,NA,63.84,40.63,49.8,NA,>scaffold_13080,NA
scaffold_65833_429,12,61.26,61.17,57.59,63.24,NA,45.32,51.23,>scaffold_33010,g27388.t1
scaffold_66294_1225,12,61.26,61.17,NA,63.24,NA,49.8,NA,>scaffold_42513,g30820.t1
scaffold_97260_371,12,61.26,61.17,57.59,NA,40.04,NA,NA,>scaffold_11480,g14339.t1
scaffold_6589_6692,12,61.26,61.74,NA,65.03,41.23,45.32,51.23,>scaffold_95983,NA
scaffold_6589_6709,12,61.26,61.74,NA,65.03,41.23,45.32,51.23,#N/A,#N/A
scaffold_23507_302,12,61.26,62.02,NA,NA,NA,NA,NA,>scaffold_29576,g25850.t1
scaffold_50499_1887,12,61.26,62.02,NA,NA,NA,NA,NA,>scaffold_38858,g29608.t1
scaffold_22013_2732,12,61.26,62.3,57.59,NA,NA,NA,NA,>scaffold_60306,NA
scaffold_22013_2734,12,61.26,62.3,57.59,NA,NA,NA,NA,>scaffold_45575,NA
scaffold_43714_2328,12,61.26,62.59,NA,NA,41.23,NA,51.23,>scaffold_20495,NA
scaffold_43714_2445,12,61.26,62.59,NA,NA,41.23,NA,51.23,#N/A,#N/A
scaffold_11110_3086,12,61.26,62.59,NA,NA,41.23,NA,51.23,>scaffold_47563,NA
scaffold_116054_70,12,61.26,62.59,NA,NA,41.23,NA,51.23,>scaffold_4903,g7750.t1
scaffold_143889_97,12,61.26,62.59,NA,NA,41.23,NA,51.23,>scaffold_91216,NA
scaffold_27584_1015,12,61.26,62.59,NA,NA,41.23,NA,51.23,>scaffold_10074,g13061.t1
scaffold_27584_917,12,61.26,62.59,NA,NA,41.23,NA,51.23,>scaffold_111198,NA
scaffold_43714_2475,12,61.26,62.59,NA,NA,41.23,NA,51.23,>scaffold_1288,g2713.t1
scaffold_43714_2488,12,61.26,62.59,NA,NA,41.23,NA,51.23,>scaffold_138340,NA
scaffold_46424_524,12,61.26,62.59,NA,NA,NA,NA,NA,>scaffold_14161,g16509.t1
scaffold_6429_3472,12,61.26,62.59,NA,NA,41.23,NA,51.23,>scaffold_16616,g18320.t1
scaffold_6429_3479,12,61.26,62.59,NA,NA,41.23,NA,51.23,>scaffold_1683,g3357.t1
scaffold_6429_3509,12,61.26,62.59,NA,NA,41.23,NA,51.23,#N/A,#N/A
scaffold_85482_682,12,61.26,62.59,NA,63.24,NA,49.8,NA,>scaffold_18756,g19789.t1
SCF38430,12,61.26,NA,57.3,64.43,41.23,49.8,NA,#N/A,#N/A
scaffold_4903_8471,12,61.26,NA,57.3,63.24,NA,49.8,NA,>scaffold_24217,g23175.t1
scaffold_111198_179,12,61.26,NA,57.3,63.24,NA,49.8,NA,>scaffold_27266,NA
scaffold_1288_6133,12,61.26,NA,57.3,65.03,42.42,NA,NA,>scaffold_29355,NA
scaffold_16616_3104,12,61.26,NA,57.3,63.24,NA,49.8,NA,>scaffold_36242,g28628.t1
scaffold_1683_5760,12,61.26,NA,57.3,63.24,NA,NA,NA,#N/A,#N/A
scaffold_1683_5762,12,61.26,NA,57.3,63.24,NA,51.29,NA,>scaffold_36755,NA
scaffold_18756_190,12,61.26,NA,57.3,63.24,NA,51.29,NA,#N/A,#N/A
scaffold_19245_4079,12,61.26,NA,57.3,63.24,NA,49.8,NA,>scaffold_38873,NA
scaffold_27266_4138,12,61.26,NA,57.3,63.24,NA,49.8,NA,>scaffold_43391,NA
scaffold_29355_3204,12,61.26,NA,57.3,63.24,NA,49.8,NA,>scaffold_57964,NA
scaffold_36242_2132,12,61.26,NA,57.3,63.24,NA,49.8,NA,>scaffold_63244,g35764.t1
scaffold_36840_2902,12,61.26,NA,57.3,63.24,NA,49.8,NA,#N/A,#N/A
scaffold_38873_463,12,61.26,NA,57.3,NA,40.04,NA,51.23,#N/A,#N/A
scaffold_43391_1586,12,61.26,NA,57.3,NA,42.42,NA,51.23,>scaffold_717,g1712.t1
scaffold_57964_421,12,61.26,NA,57.3,NA,42.42,NA,NA,>scaffold_80542,NA
scaffold_80542_1301,12,61.26,NA,57.3,63.24,NA,49.8,NA,#N/A,#N/A
scaffold_9527_1270,12,61.26,NA,57.3,63.24,NA,49.8,NA,>scaffold_9475,NA
scaffold_97458_643,12,61.26,NA,57.3,NA,40.04,NA,51.23,#N/A,#N/A
scaffold_97458_701,12,61.26,NA,57.3,NA,40.04,NA,51.23,>scaffold_9527,g12514.t1
scaffold_27378_1296,12,61.26,NA,61,63.24,NA,51.29,NA,>scaffold_97458,NA
scaffold_2740_7412,12,61.26,NA,61,63.24,NA,51.29,NA,#N/A,#N/A
scaffold_85228_1157,12,61.26,NA,NA,63.24,40.04,NA,NA,>scaffold_99080,NA
scaffold_717_10629,12,61.26,NA,NA,63.24,NA,NA,NA,#N/A,#N/A
SCF149989,12,61.26,NA,NA,63.24,NA,NA,NA,#N/A,#N/A
SCF11065,12,61.26,NA,NA,63.24,NA,49.8,NA,>scaffold_29144,NA
scaffold_5769_2548,12,61.26,NA,NA,63.24,NA,49.8,NA,>scaffold_32842,NA
scaffold_193516_132,12,61.26,NA,NA,63.24,NA,NA,NA,>scaffold_22616,NA
scaffold_22013_2740,12,61.26,NA,NA,63.24,NA,49.8,NA,>scaffold_27378,g24813.t1
scaffold_47226_1672,12,61.26,NA,NA,63.24,NA,49.8,NA,>scaffold_2740,g4929.t1
scaffold_111859_687,12,61.26,NA,NA,63.84,40.04,45.32,51.23,#N/A,#N/A
scaffold_36242_2007,12,61.26,NA,NA,64.43,41.23,45.32,51.23,>scaffold_85207,NA
scaffold_10720_1438,12,61.26,NA,NA,64.43,40.63,45.32,51.23,>scaffold_22643,NA
scaffold_46424_593,12,61.26,NA,NA,65.03,41.23,40.83,51.23,>scaffold_29844,g25967.t1
scaffold_46424_604,12,61.26,NA,NA,65.03,41.23,40.83,51.23,#N/A,#N/A
scaffold_102025_530,12,61.26,NA,NA,65.03,41.23,NA,NA,#N/A,#N/A
scaffold_80519_400,12,61.26,NA,NA,NA,40.04,NA,NA,#N/A,#N/A
scaffold_13087_368,12,61.26,NA,NA,NA,40.04,NA,NA,>scaffold_9308,NA
scaffold_36840_2905,12,61.26,NA,NA,NA,40.04,NA,NA,#N/A,#N/A
scaffold_198392_119,12,61.26,NA,NA,NA,42.42,NA,48.24,#N/A,#N/A
scaffold_38963_1240,12,61.26,NA,NA,NA,NA,45.32,51.23,>scaffold_85228,NA
scaffold_2841_5179,12,61.26,NA,NA,NA,NA,49.8,NA,#N/A,#N/A
scaffold_91429_901,12,61.26,NA,NA,NA,NA,49.8,NA,>scaffold_15506,NA
scaffold_91429_903,12,61.26,NA,NA,NA,NA,49.8,NA,>scaffold_12540,NA
scaffold_13080_2326,12,61.79,63.16,NA,NA,NA,NA,NA,>scaffold_5769,NA
scaffold_33010_3377,12,61.79,63.72,NA,NA,NA,45.32,51.23,>scaffold_4317,g7043.t1
scaffold_95983_59,12,61.79,63.72,NA,NA,NA,NA,NA,>scaffold_19350,NA
scaffold_95983_82,12,61.79,63.72,NA,NA,NA,NA,NA,>scaffold_193516,NA
scaffold_43277_250,12,61.79,NA,NA,63.24,40.04,46.81,51.23,#N/A,#N/A
76126_K63,12,61.79,NA,NA,65.03,42.42,NA,NA,>scaffold_47226,NA
scaffold_10555_5516,12,61.79,NA,NA,65.03,42.42,45.32,51.23,>scaffold_111859,NA
scaffold_35104_2150,12,61.79,NA,NA,65.03,42.42,NA,NA,#N/A,#N/A
scaffold_95983_79,12,61.79,NA,NA,65.63,42.42,46.81,51.23,#N/A,#N/A
SCF138394,12,61.79,NA,NA,NA,42.42,NA,51.23,#N/A,#N/A
scaffold_60846_526,12,61.79,NA,NA,NA,NA,46.81,51.23,#N/A,#N/A
scaffold_42513_141,12,62.35,63.72,NA,NA,42.42,NA,NA,>scaffold_71244,NA
scaffold_46631_1185,12,62.35,NA,NA,NA,42.42,NA,NA,>scaffold_10555,NA
scaffold_14161_4586,12,62.35,NA,NA,NA,42.42,NA,NA,>scaffold_35104,NA
scaffold_11480_6973,12,62.39,63.72,NA,NA,NA,49.8,52.72,#N/A,#N/A
scaffold_29576_3713,12,62.39,70.59,67.54,NA,42.42,NA,51.23,>scaffold_102025,NA
scaffold_38858_2957,12,62.39,70.59,64.7,65.63,42.42,52.78,NA,>scaffold_171330,NA
scaffold_60306_1438,12,62.39,70.59,64.7,65.63,42.42,51.29,52.72,>scaffold_11821,g14593.t1
scaffold_45575_109,12,62.39,70.59,NA,NA,NA,NA,NA,>scaffold_15663,g17619.t1
SCF38942,12,62.39,70.59,NA,65.03,42.42,49.8,52.72,>scaffold_39517,NA
scaffold_29144_1632,12,62.39,NA,60.15,65.63,42.42,51.29,NA,#N/A,#N/A
scaffold_32842_3256,12,62.39,NA,60.15,NA,NA,NA,NA,#N/A,#N/A
scaffold_27566_95,12,62.39,NA,64.7,NA,NA,NA,NA,#N/A,#N/A
scaffold_85207_796,12,62.39,NA,64.7,NA,NA,NA,51.23,>scaffold_80519,NA
scaffold_22643_426,12,62.39,NA,64.7,63.24,NA,46.81,51.23,>scaffold_13087,NA
scaffold_29844_2927,12,62.39,NA,64.7,NA,42.42,NA,NA,#N/A,#N/A
scaffold_38858_722,12,62.39,NA,64.7,63.24,NA,51.29,NA,#N/A,#N/A
scaffold_85207_809,12,62.39,NA,64.7,NA,NA,NA,51.23,>scaffold_598,g1499.t1
scaffold_85207_835,12,62.39,NA,64.7,NA,NA,NA,51.23,>scaffold_46631,NA
scaffold_9308_3957,12,62.39,NA,64.7,NA,NA,NA,NA,#N/A,#N/A
scaffold_9308_3960,12,62.39,NA,64.7,NA,NA,NA,NA,>scaffold_38963,g29646.t1
scaffold_4317_1177,12,62.39,NA,NA,63.24,NA,51.29,NA,>scaffold_60846,NA
scaffold_19350_2587,12,62.39,NA,NA,63.24,NA,51.29,NA,#N/A,#N/A
418596_K63,12,62.39,NA,NA,65.03,42.42,51.29,NA,>scaffold_91429,NA
scaffold_171330_183,12,62.39,NA,NA,65.63,42.42,NA,NA,#N/A,#N/A
scaffold_11821_2651,12,62.39,NA,NA,65.63,42.42,NA,NA,>scaffold_352,g965.t1
scaffold_15663_5346,12,62.39,NA,NA,65.63,42.42,NA,NA,>scaffold_52269,NA
scaffold_39517_1889,12,62.39,NA,NA,65.63,42.42,NA,NA,#N/A,#N/A
scaffold_39517_1901,12,62.39,NA,NA,65.63,42.42,NA,NA,>scaffold_35037,g28187.t1
scaffold_171330_195,12,62.39,NA,NA,65.63,42.42,NA,NA,>scaffold_11001,g13930.t1
scaffold_352_6240,12,62.39,NA,NA,NA,NA,51.29,NA,>scaffold_6036,g9017.t1
scaffold_52269_1858,12,62.39,NA,NA,NA,NA,51.29,55.71,#N/A,#N/A
scaffold_52269_1927,12,62.39,NA,NA,NA,NA,51.29,55.71,>scaffold_76401,NA
scaffold_96341_1045,12,62.39,NA,NA,NA,NA,NA,51.23,>scaffold_96341,NA
scaffold_11162_3703,12,62.39,NA,NA,NA,NA,NA,51.23,>scaffold_11162,g14062.t1
scaffold_11618_6665,12,62.39,NA,NA,NA,NA,NA,51.23,>scaffold_11618,NA
scaffold_11618_6732,12,62.39,NA,NA,NA,NA,NA,51.23,#N/A,#N/A
scaffold_11618_6737,12,62.39,NA,NA,NA,NA,NA,51.23,#N/A,#N/A
scaffold_15278_2558,12,62.39,NA,NA,NA,NA,NA,51.23,>scaffold_15278,g17312.t1
scaffold_16616_3092,12,62.39,NA,NA,NA,NA,NA,51.23,#N/A,#N/A
scaffold_16616_3093,12,62.39,NA,NA,NA,NA,NA,51.23,#N/A,#N/A
scaffold_22616_3299,12,62.39,NA,NA,NA,NA,NA,51.23,#N/A,#N/A
scaffold_22616_3372,12,62.39,NA,NA,NA,NA,NA,51.23,#N/A,#N/A
scaffold_24801_3118,12,62.39,NA,NA,NA,NA,NA,51.23,>scaffold_24801,g23499.t1
scaffold_29844_3016,12,62.39,NA,NA,NA,NA,NA,51.23,#N/A,#N/A
scaffold_3118_1333,12,62.39,NA,NA,NA,NA,NA,51.23,>scaffold_3118,g5451.t1
scaffold_35457_1033,12,62.39,NA,NA,NA,NA,NA,51.23,>scaffold_35457,NA
scaffold_35457_1740,12,62.39,NA,NA,NA,NA,NA,51.23,#N/A,#N/A
scaffold_35457_1800,12,62.39,NA,NA,NA,NA,NA,51.23,#N/A,#N/A
scaffold_35457_1805,12,62.39,NA,NA,NA,NA,NA,51.23,#N/A,#N/A
scaffold_38963_1202,12,62.39,NA,NA,NA,NA,NA,51.23,#N/A,#N/A
scaffold_40139_1140,12,62.39,NA,NA,NA,NA,NA,51.23,>scaffold_40139,NA
scaffold_61117_1637,12,62.39,NA,NA,NA,NA,NA,51.23,>scaffold_61117,NA
scf15b,12,62.39,NA,NA,NA,NA,NA,51.23,>scaffold_24562,NA
SCF116567,12,64.09,NA,66.4,72.21,42.42,NA,NA,>scaffold_13032,NA
scaffold_2144_3357,12,64.09,NA,66.4,NA,NA,NA,NA,>scaffold_2144,g4080.t1
scaffold_22621_3191,12,64.09,NA,66.4,NA,NA,NA,NA,>scaffold_22621,g22244.t1
scaffold_5160_1395,12,64.66,72.86,NA,63.24,NA,54.27,NA,>scaffold_33364,NA
scaffold_5160_1428,12,64.66,72.86,NA,63.24,NA,54.27,NA,>scaffold_5160,g8070.t1
scaffold_33364_873,12,65.23,NA,67.54,NA,NA,NA,NA,#N/A,#N/A
scaffold_9105_1938,12,65.37,NA,67.54,73.4,47.79,54.27,55.71,>scaffold_9105,g12128.t1
scaffold_48358_99,12,65.37,NA,NA,72.21,NA,54.27,NA,>scaffold_48358,NA
scaffold_10107_5408,12,65.37,NA,NA,72.21,NA,54.27,NA,>scaffold_10107,g13094.t1
vm40600,12,65.37,NA,NA,72.81,NA,NA,NA,>scaffold_10648,NA
scaffold_76280_860,12,65.37,NA,NA,72.81,NA,NA,NA,>scaffold_76280,NA
408825_K63,12,65.37,NA,NA,72.81,NA,54.27,55.71,>scaffold_48792,NA
ct144936,12,65.37,NA,NA,72.81,NA,NA,NA,>scaffold_23943,NA
scaffold_12918_415,12,65.37,NA,NA,NA,NA,54.27,NA,#N/A,#N/A
scaffold_146404_303,12,65.37,NA,NA,NA,NA,54.27,NA,>scaffold_74938,NA
scaffold_20051_4921,12,65.37,NA,NA,NA,NA,54.27,NA,>scaffold_12918,g15502.t1
scaffold_20051_4987,12,65.37,NA,NA,NA,NA,54.27,NA,>scaffold_146404,NA
scaffold_33364_881,12,65.37,NA,NA,NA,NA,54.27,NA,>scaffold_20051,NA
scaffold_33364_872,12,65.38,NA,NA,NA,NA,NA,55.71,#N/A,#N/A
scaffold_53350_732,12,65.38,NA,NA,NA,NA,NA,55.71,#N/A,#N/A
scaffold_33364_880,12,65.96,NA,NA,73.4,47.79,NA,NA,#N/A,#N/A
scaffold_74938_163,12,66.36,NA,NA,NA,47.79,NA,NA,>scaffold_53350,NA
scf79c,12,66.36,74.56,67.54,79.38,51.37,NA,NA,>scaffold_40685,NA
scaffold_16770_2806,12,66.36,74.56,NA,NA,NA,NA,NA,>scaffold_16770,g18425.t1
